Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Type
PC,2013,Shooter,40000,0,0,0,pc
DS,2007,Platform,230000,0,90000,20000,portable
PC,2016,Strategy,90000,100000,0,20000,pc
PSP,2010,Action,90000,130000,10000,80000,portable
PS,2000,Racing,400000,270000,0,50000,console
GBA,2002,Action,250000,90000,0,10000,portable
PSP,2008,Sports,230000,730000,20000,370000,portable
2600,1982,Action,580000,40000,0,10000,console
SNES,1993,Sports,0,0,690000,0,console
PS2,2004,Sports,130000,100000,0,30000,console
PSP,2010,Adventure,0,0,40000,0,portable
PC,2001,Strategy,0,90000,0,20000,pc
PS,1996,Simulation,0,0,80000,10000,console
PS2,2001,Role-Playing,20000,10000,20000,0,console
PS2,2006,Fighting,0,0,20000,0,console
GBA,2001,Strategy,0,0,350000,10000,portable
GBA,2002,Sports,400000,150000,0,10000,portable
PS2,2002,Sports,430000,330000,0,110000,console
X360,2010,Simulation,110000,80000,0,20000,console
PS2,2004,Platform,320000,250000,0,80000,console
PS3,2010,Fighting,440000,460000,10000,180000,console
PC,2002,Action,0,10000,0,0,pc
DS,2008,Role-Playing,130000,0,0,10000,portable
PS,2001,Sports,80000,50000,0,10000,console
PS,1997,Adventure,0,0,170000,10000,console
DS,2008,Action,440000,10000,0,30000,portable
PS3,2013,Sports,0,0,130000,0,console
PS,1998,Strategy,0,0,60000,0,console
GBA,2003,Platform,130000,50000,0,0,portable
Wii,2008,Simulation,480000,0,0,40000,console
PS3,2010,Shooter,1280000,1050000,70000,430000,console
DS,2008,Simulation,480000,40000,0,40000,portable
Wii,2010,Platform,2060000,640000,120000,220000,console
PS3,2009,Sports,210000,0,0,20000,console
PS,1997,Shooter,340000,230000,0,40000,console
PS2,2004,Fighting,50000,40000,0,10000,console
GBA,2001,Sports,0,0,270000,10000,portable
3DS,2012,Action,60000,200000,0,30000,portable
N64,1998,Misc,80000,20000,0,0,console
PS2,2010,Action,80000,110000,0,80000,console
PSP,2010,Role-Playing,90000,0,40000,10000,portable
PS4,2016,Sports,0,0,50000,0,console
Wii,2007,Action,440000,40000,0,40000,console
SNES,1993,Action,390000,120000,490000,20000,console
DS,2008,Role-Playing,2820000,1780000,2690000,550000,portable
PSP,2005,Puzzle,0,0,110000,0,portable
PS2,2001,Role-Playing,0,0,20000,0,console
SNES,1996,Role-Playing,0,0,620000,0,console
PSP,2006,Action,20000,0,0,0,portable
PC,2006,Strategy,0,20000,0,0,pc
PS2,2005,Misc,40000,30000,0,10000,console
PS3,2016,Role-Playing,0,0,100000,0,console
PS2,2006,Misc,0,0,10000,0,console
XB,2003,Sports,290000,80000,0,10000,console
X360,2007,Misc,60000,10000,0,10000,console
X360,2009,Action,160000,20000,40000,20000,console
PS2,2006,Action,0,0,190000,0,console
N64,1998,Sports,840000,50000,0,10000,console
GBA,2003,Platform,880000,330000,0,20000,portable
3DS,2013,Role-Playing,890000,570000,460000,130000,portable
PSP,2011,Adventure,0,0,30000,0,portable
PSP,2010,Adventure,0,0,40000,0,portable
PC,2012,Action,70000,20000,0,10000,pc
X360,2005,Action,210000,10000,0,20000,console
SNES,1995,Puzzle,0,0,270000,0,console
Wii,2011,Sports,120000,60000,0,20000,console
PSV,2015,Action,0,0,20000,0,portable
3DS,2016,Action,70000,80000,10000,10000,portable
X360,2009,Action,620000,270000,0,90000,console
SNES,1996,Sports,0,0,450000,0,console
DS,2009,Puzzle,70000,0,0,10000,portable
Wii,2011,Action,80000,20000,0,10000,console
X360,2009,Action,110000,50000,0,10000,console
PS2,2005,Adventure,340000,10000,0,60000,console
X360,2007,Action,70000,0,0,10000,console
PS2,2005,Fighting,720000,30000,0,120000,console
N64,2001,Puzzle,340000,70000,0,0,console
PS3,2009,Shooter,130000,290000,10000,110000,console
Wii,2009,Puzzle,100000,60000,0,20000,console
N64,1997,Sports,1010000,50000,0,10000,console
PS2,2001,Fighting,280000,210000,0,70000,console
X360,2013,Action,570000,340000,10000,80000,console
Wii,2010,Sports,490000,130000,0,50000,console
PS4,2015,Role-Playing,40000,0,0,10000,console
PSP,2007,Role-Playing,0,0,130000,0,portable
Wii,2010,Sports,20000,20000,0,0,console
PSV,2016,Action,0,0,50000,0,portable
PS3,2013,Action,0,0,30000,0,console
XB,2002,Platform,40000,10000,0,0,console
PSP,2011,Role-Playing,0,0,60000,0,portable
DS,2010,Action,200000,190000,0,40000,portable
DS,2008,Fighting,150000,20000,0,10000,portable
PC,2008,Simulation,0,20000,0,0,pc
PS2,2004,Action,370000,290000,0,100000,console
DS,2007,Shooter,30000,0,0,0,portable
Wii,2011,Misc,440000,0,0,30000,console
PS,1997,Fighting,730000,500000,0,90000,console
3DS,2011,Platform,110000,230000,0,40000,portable
PS3,2008,Action,80000,370000,0,120000,console
SNES,1993,Role-Playing,0,0,320000,0,console
X360,2015,Simulation,210000,160000,0,40000,console
NES,1990,Platform,680000,140000,350000,20000,console
3DS,2013,Role-Playing,100000,10000,140000,10000,portable
PS2,2001,Racing,290000,230000,0,80000,console
PSP,2006,Puzzle,140000,0,0,10000,portable
Wii,2009,Simulation,20000,0,0,0,console
PC,2009,Sports,0,10000,0,0,pc
DS,2010,Misc,100000,0,0,10000,portable
DS,2010,Adventure,180000,140000,0,30000,portable
XB,2002,Shooter,1000000,430000,0,60000,console
DS,2007,Action,0,0,10000,0,portable
DS,2011,Sports,0,0,80000,0,portable
DS,2007,Misc,4460000,1880000,1980000,700000,portable
PS,1999,Racing,220000,150000,0,30000,console
X360,2008,Action,1940000,800000,20000,270000,console
PC,2006,Role-Playing,10000,0,0,0,pc
Wii,2007,Sports,690000,480000,0,130000,console
PS4,2013,Action,1070000,1310000,60000,310000,console
PS,1998,Sports,1440000,50000,0,40000,console
PSP,2007,Action,40000,180000,0,100000,portable
GBA,2004,Adventure,470000,180000,0,10000,portable
WiiU,2015,Platform,1180000,870000,930000,200000,portable
PSV,2015,Action,0,0,30000,0,portable
PSV,2015,Action,0,0,50000,0,portable
PS2,2009,Sports,0,0,30000,0,console
DS,2010,Role-Playing,0,0,100000,0,portable
PS2,2009,Misc,100000,80000,0,30000,console
PS2,2002,Action,30000,30000,0,10000,console
PS3,2010,Action,60000,100000,10000,40000,console
Wii,2007,Misc,50000,0,0,0,console
PS,1998,Sports,0,0,40000,0,console
X360,2010,Action,120000,20000,0,10000,console
PS3,2012,Action,420000,320000,10000,150000,console
XB,2003,Sports,180000,50000,0,10000,console
XB,2005,Shooter,70000,20000,0,0,console
GBA,2002,Role-Playing,30000,10000,90000,0,portable
PS,1996,Action,50000,40000,210000,20000,console
Wii,2007,Platform,180000,20000,0,20000,console
Wii,2006,Platform,60000,0,0,10000,console
PS3,2007,Action,180000,80000,410000,40000,console
DS,2008,Simulation,210000,0,0,10000,portable
PS,2001,Racing,90000,60000,0,10000,console
X360,2008,Action,160000,10000,0,10000,console
PS2,2003,Action,170000,130000,510000,40000,console
SNES,1994,Action,570000,120000,710000,20000,console
X360,2010,Fighting,440000,360000,0,80000,console
PSP,2012,Action,0,0,110000,0,portable
PS3,2013,Platform,430000,440000,0,200000,console
PS2,2005,Misc,80000,60000,0,20000,console
PC,2011,Strategy,0,30000,0,10000,pc
PSP,2007,Action,40000,0,0,0,portable
SNES,1993,Sports,0,0,50000,0,console
Wii,2010,Simulation,50000,0,0,0,console
PS,2000,Fighting,0,0,110000,10000,console
XB,2002,Action,360000,110000,0,20000,console
PS,2000,Sports,1580000,50000,0,40000,console
GC,2002,Sports,50000,10000,0,0,console
XOne,2013,Sports,700000,110000,0,60000,console
SNES,1995,Sports,870000,120000,0,20000,console
SNES,1994,Sports,0,0,870000,0,console
PC,2006,Shooter,0,20000,0,0,pc
NES,1988,Role-Playing,0,0,760000,0,console
PS3,2014,Action,0,0,90000,0,console
X360,2007,Simulation,0,0,80000,0,console
PSP,2006,Platform,120000,10000,0,20000,portable
DS,2005,Action,140000,0,0,10000,portable
PS3,2011,Action,520000,490000,0,200000,console
GBA,2002,Platform,20000,10000,0,0,portable
DS,2005,Simulation,300000,10000,20000,30000,portable
PC,2016,Shooter,200000,140000,0,30000,pc
PSV,2012,Racing,20000,20000,0,10000,portable
PS,1995,Role-Playing,110000,80000,350000,40000,console
PS2,2007,Misc,0,0,10000,0,console
X360,2009,Action,170000,120000,0,30000,console
PC,2009,Strategy,10000,20000,0,10000,pc
PS2,2004,Shooter,850000,1060000,90000,320000,console
GBA,2002,Puzzle,0,0,60000,0,portable
PSV,2013,Adventure,20000,90000,0,40000,portable
PS,1997,Role-Playing,110000,70000,290000,30000,console
PS3,2010,Sports,2120000,1140000,100000,510000,console
GC,2005,Strategy,0,0,70000,0,console
XB,2001,Misc,930000,240000,0,40000,console
PSP,2011,Racing,100000,10000,0,10000,portable
PS4,2014,Action,1010000,1410000,50000,530000,console
PS3,2012,Sports,860000,0,0,60000,console
DS,2006,Misc,0,0,670000,0,portable
PS3,2009,Action,1700000,460000,60000,410000,console
PS2,2000,Simulation,0,0,60000,0,console
PSP,2007,Puzzle,0,0,20000,0,portable
XB,2002,Platform,140000,40000,0,10000,console
PC,1992,Strategy,0,50000,0,10000,pc
Wii,2007,Shooter,40000,0,0,0,console
PSP,2008,Fighting,510000,510000,910000,320000,portable
PS2,2004,Role-Playing,210000,170000,0,60000,console
PSP,2006,Shooter,20000,0,0,0,portable
GBA,2006,Role-Playing,0,0,20000,0,portable
PS3,2007,Sports,30000,0,0,0,console
PS2,2006,Misc,0,0,60000,0,console
DS,2008,Adventure,60000,0,0,0,portable
PS,1995,Sports,70000,50000,0,10000,console
DS,2009,Sports,60000,0,0,0,portable
PS3,2012,Action,120000,20000,0,20000,console
PSP,2012,Role-Playing,0,0,40000,0,portable
PS,1998,Role-Playing,10000,10000,70000,10000,console
3DS,2011,Sports,110000,0,0,10000,portable
PS3,2006,Action,180000,380000,60000,140000,console
Wii,2008,Puzzle,170000,0,0,10000,console
PSP,2010,Adventure,0,0,290000,0,portable
3DS,2012,Action,0,0,110000,0,portable
PS2,2003,Action,220000,170000,140000,60000,console
XB,2002,Fighting,90000,30000,0,0,console
X360,2006,Sports,80000,900000,20000,0,console
3DS,2014,Sports,90000,330000,0,30000,portable
X360,2008,Platform,290000,260000,0,70000,console
DS,2007,Role-Playing,0,0,10000,0,portable
PS2,2001,Action,560000,440000,0,150000,console
GC,2002,Platform,180000,50000,0,10000,console
PC,2015,Shooter,70000,100000,0,10000,pc
PS2,2004,Role-Playing,10000,10000,0,0,console
PSV,2014,Role-Playing,0,70000,20000,20000,portable
2600,1982,Action,580000,30000,0,10000,console
3DS,2014,Platform,610000,340000,790000,90000,portable
Wii,2009,Action,100000,10000,0,10000,console
PS3,2016,Action,0,0,60000,0,console
PS2,2005,Strategy,60000,50000,70000,20000,console
PC,2011,Role-Playing,440000,160000,0,70000,pc
PS4,2014,Sports,580000,0,0,70000,console
Wii,2008,Puzzle,30000,0,0,0,console
PS,1998,Fighting,110000,70000,0,10000,console
X360,2010,Misc,170000,30000,0,10000,console
X360,2012,Action,900000,640000,0,150000,console
PS2,2003,Fighting,260000,200000,0,70000,console
PS2,2009,Role-Playing,230000,20000,0,160000,console
X360,2007,Shooter,1090000,540000,20000,170000,console
PS2,2001,Role-Playing,610000,480000,0,160000,console
SNES,1993,Platform,0,0,310000,0,console
GB,1996,Role-Playing,11270000,8890000,10220000,1000000,portable
X360,2008,Sports,150000,380000,0,70000,console
PS,1996,Platform,440000,300000,90000,60000,console
GBA,2002,Role-Playing,610000,270000,270000,70000,portable
DS,2007,Adventure,60000,0,50000,0,portable
X360,2011,Sports,1380000,740000,20000,220000,console
PC,2014,Role-Playing,70000,100000,0,20000,pc
DS,2009,Misc,20000,0,0,0,portable
Wii,2008,Sports,0,300000,0,20000,console
WiiU,2013,Platform,2110000,1110000,720000,300000,portable
Wii,2008,Sports,40000,40000,0,10000,console
3DS,2012,Role-Playing,440000,300000,470000,60000,portable
X360,2008,Strategy,70000,10000,0,10000,console
PS,1998,Sports,20000,20000,0,0,console
PS,1995,Adventure,0,0,70000,0,console
Wii,2011,Sports,50000,40000,10000,10000,console
PS2,2009,Adventure,0,0,20000,0,console
PS,1999,Sports,0,0,310000,20000,console
Wii,2010,Action,220000,280000,0,50000,console
X360,2011,Simulation,0,0,30000,0,console
PS,1997,Platform,0,0,170000,10000,console
GC,2007,Sports,10000,0,0,0,console
Wii,2009,Misc,50000,0,0,0,console
PS2,2005,Role-Playing,60000,50000,0,20000,console
XB,2005,Action,90000,30000,0,0,console
PC,2009,Misc,0,30000,0,10000,pc
PS2,2003,Platform,250000,190000,0,60000,console
WiiU,2014,Adventure,50000,20000,0,10000,portable
DS,2009,Simulation,10000,0,0,0,portable
3DS,2012,Misc,0,0,180000,0,portable
PSP,2006,Puzzle,20000,0,0,0,portable
GBA,2002,Racing,30000,10000,0,0,portable
PS2,2004,Racing,940000,730000,0,250000,console
X360,2009,Sports,820000,170000,10000,90000,console
GBA,2004,Adventure,140000,50000,0,0,portable
X360,2013,Sports,920000,2930000,10000,460000,console
DS,2009,Misc,0,40000,0,0,portable
Wii,2007,Fighting,330000,370000,260000,90000,console
X360,2011,Adventure,1520000,940000,20000,240000,console
GC,2003,Action,150000,40000,0,10000,console
PC,2011,Action,90000,210000,0,70000,pc
PS2,2001,Adventure,50000,40000,0,10000,console
PS3,2010,Racing,500000,410000,60000,160000,console
GBA,2001,Shooter,330000,120000,0,10000,portable
PSV,2016,Role-Playing,0,0,20000,0,portable
PS2,2002,Shooter,640000,500000,0,170000,console
PS2,2010,Adventure,0,0,10000,0,console
Wii,2011,Action,2140000,1200000,370000,400000,console
PS2,2000,Puzzle,140000,110000,190000,40000,console
DS,2009,Action,0,0,190000,0,portable
PS2,2001,Racing,70000,60000,0,20000,console
DS,2012,Action,150000,40000,0,10000,portable
DS,2007,Puzzle,30000,10000,0,0,portable
PS2,2003,Racing,10000,10000,0,0,console
PS,1996,Shooter,20000,10000,0,0,console
PS,2000,Sports,100000,70000,0,10000,console
GC,2005,Action,190000,50000,0,10000,console
PSP,2006,Platform,50000,20000,0,10000,portable
PS2,2009,Fighting,110000,80000,0,30000,console
X360,2010,Adventure,0,0,20000,0,console
PS3,2009,Racing,520000,260000,0,120000,console
PSP,2011,Action,0,0,220000,0,portable
PS3,2012,Action,0,0,60000,0,console
XB,2004,Action,160000,50000,0,10000,console
XB,2004,Adventure,90000,30000,0,0,console
DS,2009,Action,0,0,30000,0,portable
PS3,2012,Adventure,0,0,10000,0,console
PS2,2001,Sports,180000,140000,0,50000,console
XB,2005,Racing,30000,10000,0,0,console
PS2,2004,Action,80000,60000,0,20000,console
PS,1995,Strategy,0,0,130000,10000,console
DS,2007,Action,110000,0,0,10000,portable
PS2,2003,Role-Playing,0,0,130000,0,console
DS,2009,Puzzle,20000,0,0,0,portable
3DS,2012,Role-Playing,0,0,60000,0,portable
GC,2004,Puzzle,10000,0,0,0,console
X360,2014,Action,480000,380000,0,80000,console
Wii,2007,Sports,210000,0,0,20000,console
SAT,1995,Shooter,0,0,130000,0,console
PS4,2015,Sports,350000,150000,0,110000,console
Wii,2010,Misc,560000,0,0,30000,console
DS,2010,Misc,30000,0,0,0,portable
Wii,2008,Adventure,0,0,130000,0,console
DS,2009,Action,80000,0,0,10000,portable
SNES,1993,Sports,0,0,530000,0,console
DS,2007,Sports,50000,0,0,0,portable
DS,2010,Sports,0,0,130000,0,portable
GB,2000,Puzzle,290000,170000,750000,20000,portable
GB,2001,Action,920000,530000,410000,60000,portable
PS2,2002,Sports,590000,460000,10000,150000,console
GBA,2005,Racing,70000,30000,0,0,portable
GC,2002,Fighting,70000,20000,0,0,console
PS,2000,Sports,30000,20000,0,0,console
DS,2009,Misc,70000,0,0,10000,portable
GBA,2003,Action,350000,130000,0,10000,portable
PS,1998,Sports,330000,220000,0,40000,console
DS,2008,Misc,0,0,30000,0,portable
PS3,2010,Adventure,20000,0,30000,0,console
XB,2004,Shooter,50000,10000,0,0,console
PSP,2010,Action,390000,0,0,30000,portable
X360,2007,Sports,0,10000,0,0,console
Wii,2010,Simulation,340000,120000,0,40000,console
PSP,2011,Fighting,30000,20000,70000,10000,portable
GBA,2001,Role-Playing,130000,50000,310000,10000,portable
GBA,2005,Misc,90000,30000,0,0,portable
GBA,2002,Platform,950000,700000,0,80000,portable
PS,1998,Sports,590000,400000,0,70000,console
DS,2006,Racing,850000,50000,0,80000,portable
Wii,2009,Sports,0,0,80000,0,console
PS2,2003,Role-Playing,150000,120000,260000,40000,console
PSP,2011,Adventure,0,0,40000,0,portable
PS2,2002,Shooter,50000,40000,0,10000,console
PSP,2005,Platform,60000,0,0,10000,portable
Wii,2007,Action,3660000,1630000,0,530000,console
PS2,2004,Sports,0,0,550000,0,console
PC,2016,Platform,10000,30000,0,10000,pc
N64,1997,Sports,150000,390000,0,30000,console
PS4,2016,Action,40000,20000,0,10000,console
WiiU,2015,Action,80000,20000,10000,10000,portable
DS,2005,Misc,0,0,60000,0,portable
DS,2007,Role-Playing,60000,0,0,10000,portable
GC,2002,Sports,330000,90000,0,10000,console
PS2,2007,Sports,170000,130000,0,40000,console
PS,2001,Platform,80000,50000,0,10000,console
DS,2008,Adventure,110000,10000,0,10000,portable
PC,2005,Simulation,10000,30000,0,10000,pc
DS,2009,Misc,80000,0,160000,0,portable
X360,2011,Fighting,1630000,330000,0,150000,console
PS2,2001,Sports,20000,20000,0,10000,console
PS2,2006,Fighting,660000,20000,0,110000,console
DS,2009,Action,0,0,40000,0,portable
PSP,2011,Adventure,0,0,40000,0,portable
PS3,2012,Action,350000,370000,10000,140000,console
NES,1993,Platform,790000,140000,800000,20000,console
X360,2010,Action,60000,70000,40000,10000,console
PS3,2009,Action,0,0,230000,0,console
DS,2007,Action,310000,0,0,30000,portable
PS2,2003,Sports,120000,100000,0,30000,console
PSP,2005,Role-Playing,0,10000,250000,10000,portable
DS,2009,Adventure,0,0,20000,0,portable
3DS,2015,Strategy,0,0,40000,0,portable
PS4,2015,Strategy,0,50000,10000,10000,console
GBA,2004,Platform,0,0,230000,10000,portable
XB,2006,Sports,10000,0,0,0,console
XB,2002,Puzzle,10000,0,0,0,console
NES,1986,Sports,1920000,450000,640000,70000,console
DS,2007,Fighting,90000,0,0,10000,portable
PC,2007,Strategy,10000,30000,0,10000,pc
PSP,2006,Misc,10000,0,0,0,portable
GBA,2004,Adventure,0,0,160000,0,portable
PSP,2012,Action,0,0,60000,0,portable
DS,2004,Adventure,60000,0,0,0,portable
PC,2004,Role-Playing,0,20000,0,0,pc
PS,1998,Racing,50000,30000,0,10000,console
Wii,2010,Sports,80000,0,0,10000,console
PC,2007,Shooter,0,10000,0,0,pc
PS3,2007,Action,170000,410000,0,150000,console
SNES,1991,Shooter,0,0,230000,0,console
DS,2005,Platform,60000,0,0,0,portable
XB,2003,Action,570000,330000,0,40000,console
GBA,2002,Sports,100000,40000,0,0,portable
XB,2005,Shooter,50000,20000,0,0,console
3DS,2015,Platform,70000,40000,10000,10000,portable
DS,2010,Sports,0,0,130000,0,portable
PS3,2010,Sports,0,0,40000,0,console
DS,2006,Role-Playing,0,0,50000,0,portable
PS3,2015,Role-Playing,0,0,100000,0,console
PS2,2005,Action,180000,140000,0,50000,console
PS2,2003,Role-Playing,90000,70000,0,20000,console
Wii,2010,Misc,480000,440000,0,90000,console
GBA,2003,Puzzle,40000,10000,0,0,portable
GC,2003,Racing,4120000,1770000,870000,190000,console
PS2,2007,Simulation,130000,100000,0,30000,console
PS,1998,Role-Playing,40000,30000,580000,50000,console
DS,2006,Action,150000,0,0,10000,portable
SNES,1993,Fighting,1480000,390000,0,60000,console
GC,2002,Fighting,90000,20000,0,0,console
PSP,2009,Adventure,0,0,20000,0,portable
PS3,2009,Misc,0,40000,0,20000,console
X360,2011,Shooter,4460000,2130000,60000,690000,console
PSP,2011,Action,100000,120000,290000,70000,portable
PC,2009,Action,0,20000,0,0,pc
Wii,2007,Sports,230000,0,40000,20000,console
PSP,2012,Action,0,0,140000,0,portable
X360,2012,Racing,80000,140000,0,20000,console
X360,2011,Sports,140000,100000,0,30000,console
PS2,2005,Misc,150000,120000,0,40000,console
PS,1998,Adventure,20000,10000,0,0,console
SNES,1993,Misc,0,0,190000,0,console
3DS,2012,Action,360000,40000,40000,40000,portable
PSV,2015,Adventure,0,0,30000,0,portable
N64,1999,Action,310000,70000,0,0,console
PS3,2011,Fighting,200000,80000,40000,40000,console
X360,2011,Misc,70000,50000,0,10000,console
Wii,2013,Simulation,80000,70000,0,20000,console
PS4,2015,Sports,0,50000,0,10000,console
X360,2011,Racing,370000,140000,0,50000,console
PS,1999,Strategy,60000,40000,0,10000,console
PS2,2008,Sports,320000,10000,10000,50000,console
SAT,1995,Fighting,0,0,210000,0,console
PS3,2007,Adventure,1910000,2000000,90000,830000,console
Wii,2012,Action,0,0,100000,0,console
DS,2007,Puzzle,60000,0,0,0,portable
PS,2000,Misc,550000,380000,0,70000,console
GBA,2002,Platform,180000,70000,0,0,portable
SNES,1991,Role-Playing,240000,90000,1330000,120000,console
DS,2007,Simulation,180000,360000,0,20000,portable
Wii,2008,Puzzle,180000,410000,0,80000,console
PC,2007,Simulation,0,20000,0,0,pc
GBA,2001,Platform,1290000,830000,0,110000,portable
PS2,2004,Sports,790000,620000,0,210000,console
PS,1999,Action,660000,480000,10000,60000,console
3DS,2014,Strategy,0,0,310000,0,portable
SAT,1995,Misc,0,0,70000,0,console
X360,2011,Shooter,520000,250000,0,70000,console
PC,2008,Strategy,0,20000,0,0,pc
N64,1999,Racing,140000,40000,0,0,console
3DS,2011,Action,20000,0,0,0,portable
GBA,2006,Role-Playing,0,0,30000,0,portable
DS,2010,Puzzle,0,50000,0,10000,portable
GBA,2002,Action,30000,10000,0,0,portable
DS,2008,Racing,30000,0,0,0,portable
XB,2003,Sports,80000,20000,0,0,console
PS2,2007,Role-Playing,0,0,20000,0,console
PS3,2011,Strategy,0,0,30000,0,console
3DS,2011,Fighting,550000,440000,140000,90000,portable
XB,2006,Shooter,210000,110000,0,10000,console
PS2,2005,Adventure,60000,50000,0,20000,console
PS,1994,Role-Playing,0,0,90000,10000,console
DS,2005,Platform,370000,0,320000,40000,portable
PS2,2002,Sports,20000,10000,70000,0,console
GC,2004,Adventure,80000,20000,0,0,console
XB,2005,Racing,10000,0,0,0,console
X360,2007,Adventure,70000,20000,0,10000,console
PSP,2014,Action,0,0,20000,0,portable
PC,2011,Puzzle,0,20000,0,0,pc
PC,2014,Simulation,20000,80000,0,10000,pc
GBA,2002,Strategy,40000,10000,0,0,portable
PS2,2004,Racing,110000,80000,0,30000,console
PC,2008,Sports,0,10000,0,0,pc
PSP,2008,Misc,0,0,20000,0,portable
Wii,2010,Platform,960000,610000,10000,160000,console
Wii,2012,Misc,1150000,1170000,760000,240000,console
DS,2010,Role-Playing,0,0,930000,0,portable
PC,2011,Simulation,0,10000,0,0,pc
PS2,2007,Action,50000,40000,0,10000,console
PS,1997,Shooter,50000,30000,230000,20000,console
X360,2009,Racing,0,30000,0,0,console
PS3,2013,Action,2410000,2280000,280000,1010000,console
PC,2003,Strategy,30000,20000,0,10000,pc
PS2,2001,Role-Playing,20000,20000,40000,10000,console
Wii,2010,Sports,20000,0,0,0,console
PC,1999,Sports,0,980000,0,90000,pc
PC,2009,Strategy,0,10000,0,0,pc
PSV,2016,Role-Playing,0,0,10000,0,portable
DS,2010,Platform,190000,100000,0,30000,portable
DS,2008,Simulation,50000,0,0,0,portable
Wii,2011,Role-Playing,0,0,190000,0,console
PS3,2010,Action,500000,370000,100000,160000,console
PS3,2015,Action,0,0,20000,0,console
PS3,2010,Sports,790000,0,0,60000,console
SAT,1996,Shooter,0,0,280000,0,console
SAT,1997,Role-Playing,0,0,130000,0,console
DS,2011,Platform,90000,10000,0,10000,portable
PS2,2006,Action,250000,190000,0,60000,console
PS2,2006,Role-Playing,0,0,10000,0,console
DS,2009,Misc,60000,0,0,0,portable
DS,2007,Strategy,0,0,110000,0,portable
GC,2002,Misc,80000,20000,0,0,console
NG,1995,Fighting,0,0,200000,0,console
PS2,2003,Racing,50000,40000,0,10000,console
DS,2010,Shooter,90000,20000,0,10000,portable
PC,2009,Action,20000,0,0,0,pc
DS,2007,Misc,0,0,20000,0,portable
PC,2010,Shooter,190000,530000,0,0,pc
PS4,2015,Misc,0,0,30000,0,console
GC,2002,Racing,60000,20000,0,0,console
DS,2007,Sports,20000,0,0,0,portable
PS,1997,Platform,80000,50000,0,10000,console
PC,1998,Action,590000,30000,0,0,pc
PS3,2009,Shooter,90000,20000,0,10000,console
PS,2001,Sports,70000,50000,0,10000,console
PSP,2010,Adventure,0,0,20000,0,portable
PS4,2016,Platform,40000,0,0,10000,console
3DS,2015,Action,50000,100000,40000,10000,portable
X360,2007,Misc,430000,20000,0,40000,console
PS2,2007,Racing,30000,30000,0,10000,console
PS3,2011,Action,300000,230000,0,90000,console
SNES,1993,Sports,0,0,120000,0,console
DS,2009,Strategy,110000,0,0,10000,portable
PS,1996,Platform,50000,30000,150000,20000,console
X360,2011,Shooter,250000,210000,0,50000,console
PS4,2015,Racing,490000,1490000,50000,360000,console
PS2,2009,Adventure,0,0,10000,0,console
XB,2002,Shooter,530000,170000,0,30000,console
PS3,2011,Racing,240000,150000,0,70000,console
PS3,2014,Role-Playing,0,0,30000,0,console
X360,2007,Action,100000,10000,0,10000,console
X360,2009,Action,3100000,1560000,80000,510000,console
GBA,2002,Misc,30000,10000,0,0,portable
Wii,2009,Simulation,100000,0,0,10000,console
PS2,2001,Racing,1130000,1120000,60000,220000,console
X360,2009,Action,420000,210000,0,60000,console
DS,2010,Simulation,500000,0,0,30000,portable
PS2,2006,Platform,10000,10000,0,0,console
PS2,2005,Role-Playing,0,0,230000,0,console
PS3,2015,Adventure,10000,0,0,0,console
PS4,2013,Fighting,460000,290000,0,120000,console
PS2,2001,Sports,310000,240000,0,80000,console
PS2,2003,Sports,290000,220000,0,70000,console
XB,2002,Sports,10000,0,0,0,console
GB,1997,Role-Playing,0,0,400000,0,portable
PSV,2011,Simulation,0,0,30000,0,portable
PS2,2009,Misc,0,0,60000,0,console
N64,1999,Racing,250000,60000,0,0,console
GC,2002,Sports,110000,30000,0,0,console
PS2,2004,Sports,80000,70000,0,20000,console
X360,2010,Strategy,120000,120000,0,30000,console
Wii,2009,Sports,120000,270000,60000,50000,console
Wii,2015,Misc,520000,590000,0,100000,console
SAT,1995,Fighting,0,0,90000,0,console
DS,2009,Puzzle,120000,0,0,10000,portable
DS,2006,Misc,0,0,1710000,0,portable
PC,2011,Sports,0,30000,0,10000,pc
PS2,2006,Action,0,0,20000,0,console
Wii,2008,Shooter,110000,0,0,10000,console
X360,2014,Sports,140000,280000,0,40000,console
XB,2005,Racing,110000,30000,0,10000,console
PS,1995,Shooter,20000,10000,100000,10000,console
PC,2006,Misc,0,10000,0,0,pc
PS,1996,Misc,300000,210000,0,40000,console
PSP,2012,Action,0,0,10000,0,portable
PSP,2010,Action,0,0,190000,0,portable
XB,2003,Shooter,40000,10000,0,0,console
XOne,2015,Racing,80000,130000,0,20000,console
GC,2003,Racing,20000,0,0,0,console
3DS,2011,Action,70000,20000,0,10000,portable
PS2,2004,Racing,60000,50000,0,20000,console
PSP,2008,Fighting,50000,0,10000,0,portable
X360,2011,Action,70000,50000,0,10000,console
DS,2008,Action,100000,0,0,10000,portable
PS2,2003,Racing,230000,180000,0,60000,console
PS,2000,Sports,0,0,150000,10000,console
Wii,2010,Misc,0,160000,0,20000,console
PSV,2016,Action,0,0,20000,0,portable
DS,2006,Adventure,430000,880000,0,180000,portable
PS2,2009,Racing,0,150000,0,330000,console
PS2,2004,Adventure,30000,30000,0,10000,console
PS2,2007,Strategy,0,0,20000,0,console
